id,title,country,country_code,region,sub_region,trip_type,trip_type_id,duration_days,best_period_months,best_period_window,budget_tier,budget_low_eur,budget_high_eur,acc_low,acc_high,food_low,food_high,trans_low,trans_high,act_low,act_high,difficulty,fitness_level,basecamps,gateway_airport,gateway_airport_code,currency,languages,tags,lat,lon,coord_precision,verify_flag_count,word_count,source_batch,source_file
de-cozy-towns-romantic,"Franconian Squares — Rothenburg, Dinkelsbühl and the Ries",Germany,DE,Western & Central Europe,"Franconia & the Nördlinger Ries, Bavaria",Cozy Towns Trips,4,7,May|June|September|October,"Late September gives warm stone, thin crowds and the first Federweisser; December is beautiful but the Reiterlesmarkt fills Rothenburg.",€€,1090,1590,560,780,280,400,160,250,90,160,1,Easy,Rothenburg ob der Tauber,Nürnberg (NUE),NUE,EUR,German,medieval-walls|market-squares|half-timbered|night-watchman|franconia,49.4542,11.0775,gateway,0,2610,western-central,cartatripsv1/trips/de-cozy-towns-romantic-road.md
dk-cozy-towns-south-funen-archipelago-aeroe-faaborg-svendborg,"South Funen Archipelago: Ærø, Faaborg & Svendborg",Denmark,DK,Northern Europe & Baltics,Det Sydfynske Øhav (South Funen Archipelago),Cozy Towns Trips,4,7,May|June|July|August|September,May to September. June for long light and open island ferries; late August for warm sea and fewer Danish holidaymakers; December for the Ærøskøbing Christmas streets,€€,1050,1600,100,180,50,80,120,200,60,110,,,,,,DKK (Danish krone),Danish|English|German,,55.06,10.41,source,0,1371,northern-baltics,carta_northern_europe_baltics_trips.md#trip-11
es-cozy-towns-pueblos-blancos,"Pueblos Blancos: Grazalema, Setenil & the Road Down to Vejer",Spain,ES,Southern & Mediterranean Europe,Sierra de Grazalema & the Cádiz–Málaga white villages,Cozy Towns Trips,4,7,March|April|May|June|September|October|November,Late March–early June & mid September–early November,€€,1050,1720,490,840,240,360,190,290,130,230,2,Moderate,,"XRY — Jerez de la Frontera, 1 h 15 to Grazalema; AGP Málaga is the bigger-choice alternative at 2 h to Grazalema, 1 h 20 to Ronda",XRY,,,white-villages|andalucia|payoyo-cheese|wool-weaving|via-verde|slow-travel|sierra-de-grazalema|venta-culture,36.5267,-6.2891,city,0,2623,southern-mediterranean,carta-dataset/trips/cozy-towns-spain-pueblos-blancos.md
fr-cozy-towns-alsace-villages,Four Walled Villages of the Alsace Wine Road,France,FR,Western & Central Europe,"Haut-Rhin, Alsace",Cozy Towns Trips,4,7,May|June|September|October,Start on a Thursday so Ribeauvillé's Saturday market and Colmar's covered market both fall inside the week; September brings the harvest and October the colour.,€€,1150,1680,520,760,330,470,180,260,120,190,2,Easy,"Riquewihr, Kaysersberg and Eguisheim",Basel-Mulhouse EuroAirport (BSL/MLH),,EUR,French|Alsatian,wine-villages|grand-cru|market-days|artisan-food|slow-travel,48.8534,2.3488,country,0,2128,western-central,cartatripsv1/trips/fr-cozy-towns-alsace-wine-villages.md
fr-cozy-towns-dordogne-perigord,"The Périgord Noir, Slowly",France,FR,Western & Central Europe,"Périgord Noir, Dordogne Valley",Cozy Towns Trips,4,7,April|May|June|September|October,"Truffle and foie gras season runs November to March, outside this window; these dates instead catch the walnut harvest and the start of autumn markets without July's crowds.",€€,1050,1500,480,680,280,380,140,200,150,240,1,Easy,"Sarlat-la-Canéda, then Saint-Léon-sur-Vézère",Bergerac Dordogne Périgord (EGC),EGC,EUR,French,bastides|dordogne-river|walnut-oil|market-days|perigord-noir,48.8534,2.3488,country,0,1809,western-central,cartatripsv1/trips/fr-cozy-towns-dordogne-perigord.md
gr-cozy-towns-pelion,"Pelion Kalderimia: Mansions, Plane Trees and the Little Train",Greece,GR,Southern & Mediterranean Europe,Thessaly — Mount Pelion & the Pagasetic Gulf,Cozy Towns Trips,4,7,May|June|September|October|November,Mid-May–late June & mid-September–early November,€€,900,1450,420,700,230,380,180,290,70,120,2,Moderate,,"SKG Thessaloniki — 2 h 30 min drive to Makrinitsa; VOL Nea Anchialos (seasonal) 45 min; ATH Athens 3 h 30 min, or 3 h by train to Volos with a change at Larissa",SKG,,,archontika|kalderimi|plane-trees|steam-train|apples|tsipouro|slow-travel|mountain-villages,40.6407,22.9349,gateway,0,3563,southern-mediterranean,carta-dataset/trips/cozy-towns-greece-pelion.md
hu-cozy-towns-danube-bend-cserhat,"The Bend and the Hills: Szentendre, Esztergom and the Palóc Villages",Hungary,HU,Eastern & Southeastern Europe,"Danube Bend (Dunakanyar) & the Cserhát Hills, Nógrád County",Cozy Towns Trips,4,7,April|May|September|October,"late April to early June, and the whole of September into mid-October",€,580,970,300,500,130,215,90,150,60,105,1,Easy,Szentendre|Hollókő,"Budapest Liszt Ferenc (BUD). The **HÉV H5** suburban railway from Batthyány tér reaches Szentendre in about 40 min: a 500 HUF Budapest single plus a suburban supplementary ticket of about 450 HUF for the Békásmegyer–Szentendre section, roughly 950 HUF (~€2.40) each way. A party is better off with MÁV's HÉV *kirándulójegy*, 6,200 HUF for unlimited Békásmegyer–Szentendre travel for up to ten people in a day (2026 tariff). From Day 4, a small hire car picked up in Vác or Budapest makes the Cserhát practical.",BUD,Hungarian forint (HUF),Hungarian,cozy-towns|unesco|danube|folk-art|baroque|slow-travel|paloc,47.6694,19.0756,city,9,2371,eastern-southeastern,cartaeasterneuropetrips/trips/hungary-danube-bend-cserhat-cozy-towns.md
it-cozy-towns-umbria,"Umbrian Hill Towns: Spello, Bevagna & the Sagrantino Hills",Italy,IT,Southern & Mediterranean Europe,"Valle Umbra — Spello, Bevagna, Montefalco, Trevi",Cozy Towns Trips,4,7,April|May|June|September|October,Late April–mid June & mid September–late October,€€,1150,1800,560,910,280,400,140,230,170,260,2,Moderate,,"PEG — Perugia San Francesco d'Assisi, 27 km / 30 min to Spello; FCO Rome is the fallback, 2 h 15 by car",PEG,,,hill-towns|sagrantino|olive-oil|medieval-crafts|slow-travel|umbria|artisan-markets|infiorata,41.8919,12.5113,country,0,2321,southern-mediterranean,carta-dataset/trips/cozy-towns-italy-umbria.md
lt-cozy-towns-curonian-spit-nida-juodkrante-dune-villages,"Curonian Spit: Nida, Juodkrantė & the Dune Villages",Lithuania,LT,Northern Europe & Baltics,"Neringa / Klaipėda, Curonian Spit UNESCO World Heritage Site",Cozy Towns Trips,4,7,May|June|September,"Late May to late September. July–August is warm but busy; the first three weeks of September are the local secret — warm lagoon, empty streets, migrating birds",€€,700,1100,75,150,35,60,90,160,40,80,,,,,,EUR,Lithuanian|Russian|German (in tourism)|English,,55.3033,21.0072,source,0,1506,northern-baltics,carta_northern_europe_baltics_trips.md#trip-10
lu-cozy-towns-little-switzerland,Little Switzerland and the Northern Castles,Luxembourg,LU,Western & Central Europe,"Mullerthal & the Éislek, Luxembourg",Cozy Towns Trips,4,7,May|June|September|October,Whit Tuesday brings Echternach's hopping procession (26 May in 2026); October adds the Vianden nut market and beech colour in the gorges.,€€,1030,1480,560,780,300,430,40,70,130,200,2,Easy,Echternach,Luxembourg (LUX),LUX,EUR,Luxembourgish|French|German,mullerthal|castles|sandstone-gorges|free-transport|market-squares,49.6098,6.1327,city,0,2576,western-central,cartatripsv1/trips/lu-cozy-towns-little-switzerland.md
lv-cozy-towns-kurzeme-slow-week-kuldiga-sabile-talsi,"Kurzeme Slow Week: Kuldīga, Sabile & Talsi",Latvia,LV,Northern Europe & Baltics,"Kurzeme (Courland), western Latvia",Cozy Towns Trips,4,7,May|June|July|August|September,Mid-May to September. Late May for the lamprey and fish-jumping season at the Venta rapids; late July for the Sabile wine festival; September for mushrooms and empty guesthouses,€,600,950,50,110,25,45,130,200,30,60,,,,,,EUR,Latvian|Russian|English (variable outside hotels),,56.9677,21.9614,source,0,1516,northern-baltics,carta_northern_europe_baltics_trips.md#trip-12
md-cozy-towns-soroca-orhei,The Round Fort and the Casa Mare: Seven Slow Days in Small-Town Moldova,Moldova,MD,Eastern & Southeastern Europe,"The Middle Dniester, Soroca, and the Orhei Codru",Cozy Towns Trips,4,7,May|June|September,"the second half of May into mid-June, then all of September",€,400,695,140,260,75,130,160,250,25,55,1,Easy,Soroca|Orhei|Butuceni,"Chișinău International (KIV), 13 km southeast of the centre. Hire a car at the airport — rural buses run to school and market timetables and will not fit this route. Trolleybus 30 into town is 7 MDL; a Yandex Go or Bolt car lands around 160 MDL (€8). Iași, in Romania, is 3 h by road.",KIV,Moldovan leu (MDL); roughly 19–20 MDL to €1,Romanian|Russian,cozy-towns|dniester|fortress|crafts|guesthouses|carpet-weaving|slow-travel|roma-heritage,48.1566,28.2849,city,7,2644,eastern-southeastern,cartaeasterneuropetrips/trips/moldova-soroca-orhei-cozy-towns.md
mk-cozy-towns-ohrid-bitola,"Ohrid, Bitola & Kruševo: Lake Light and Balkan Corso",North Macedonia,MK,Southern & Mediterranean Europe,Lake Ohrid & Pelagonia,Cozy Towns Trips,4,7,May|June|September|October,Mid May–late June & September–mid October,€,650,1140,280,490,160,260,120,230,90,160,2,Moderate,,"OHD — Ohrid St Paul the Apostle, 10 km / 15 min to the old town; SKP Skopje is the bigger hub, 2 h 45 by road or a €10–€15 shared transfer",OHD,,,lake-ohrid|bitola|krusevo|ohrid-pearls|balkan-corso|slow-travel|unesco|vevcani,41.9965,21.4314,country,0,2710,southern-mediterranean,carta-dataset/trips/cozy-towns-north-macedonia-ohrid-bitola.md
nl-cozy-towns-hanseatic-ijssel,"The Hanseatic IJssel — Deventer, Zutphen, Zwolle, Hattem",Netherlands,NL,Western & Central Europe,"IJssel Valley, Overijssel & Gelderland",Cozy Towns Trips,4,7,April|May|June|September,The Deventer Boekenmarkt falls on the first Sunday of August; December brings the Dickens Festijn and much colder river wind.,€€,980,1420,520,720,280,400,80,130,100,170,1,Easy,Deventer,Amsterdam (AMS),AMS,EUR,Dutch,hanseatic|market-days|bookshops|ijssel|town-squares,52.255,6.1639,city,0,2580,western-central,cartatripsv1/trips/nl-cozy-towns-hanseatic-ijssel.md
pl-cozy-towns-lubelskie,"Loess, Arcades and Onion Bread: A Slow Week in Lubelskie's Small Towns",Poland,PL,Eastern & Southeastern Europe,"Lubelskie, the Vistula bend and the Zamość–Roztocze borderland",Cozy Towns Trips,4,7,May|June|September,"the second half of May into mid-June — lilac and rapeseed, ravines dry enough to walk, everything open, nothing full",€,550,905,245,420,110,175,150,230,45,80,1,Easy,Kazimierz Dolny|Zamość|Lublin,"Warsaw Chopin (WAW) or Modlin (WMI), then 160 km / 2 h 15 by car to Kazimierz Dolny. Car-free: PKP Intercity Warszawa–Lublin in about 2 h 15, or Warszawa–Puławy Miasto in 1 h 45, then bus or taxi the last 14 km to Kazimierz. Lublin Airport (LUZ) at Świdnik has a thin route list — check before you build the week around it.",WAW,Polish złoty (PLN),Polish,cozy-towns|renaissance|unesco|ravines|crafts|bakeries|slow-travel,50.7231,23.252,city,8,2669,eastern-southeastern,cartaeasterneuropetrips/trips/poland-lubelskie-cozy-towns.md
pt-cozy-towns-alentejo-villages,"Alentejo's Walled Villages: Monsaraz, Estremoz & the Serra de São Mamede",Portugal,PT,Southern & Mediterranean Europe,"Alentejo — Alqueva, Alto Alentejo & the marble towns",Cozy Towns Trips,4,7,March|April|May|June|September|October|November,March–mid June & mid September–early November,€€,1130,1900,560,980,260,400,190,290,120,230,2,Moderate,,"LIS — Lisbon Humberto Delgado, 1 h 50 to Monsaraz; Badajoz (BJZ) in Spain is 1 h from Marvão if the schedule suits",BJZ,,,alentejo|walled-villages|pottery|arraiolos-rugs|dark-sky|marble|slow-travel|saturday-market,38.7251,-9.1498,country,0,2593,southern-mediterranean,carta-dataset/trips/cozy-towns-portugal-alentejo-villages.md
ro-cozy-towns-saxon-transylvania,Blue Gates and Fortified Churches: A Slow Week Through Saxon Transylvania,Romania,RO,Eastern & Southeastern Europe,Târnava Mare & the Hârtibaciu Plateau — Saxon Transylvania (Siebenbürgen),Cozy Towns Trips,4,7,May|June|September|October,"the second half of May into June (hay meadows in flower), and late September",€,615,1020,280,480,110,190,180,260,45,90,1,Easy,Sighișoara|Viscri|Richiș|Sibiu,"Fly to Sibiu (SBZ) or Târgu Mureș (TGM); Cluj (CLJ) is the bigger hub, 2h30 by car. Rail: Bucharest–Sighișoara ~5h on the CFR IR line, Brașov–Sighișoara ~2h30. Hire the car in Sibiu and drop it there on Day 7.",SBZ,Romanian leu (RON),Romanian|Hungarian|German (Transylvanian Saxon),cozy-towns|unesco|fortified-churches|crafts|rural|slow-travel|saxon,46.2214,24.7928,city,8,2194,eastern-southeastern,cartaeasterneuropetrips/trips/romania-saxon-transylvania-cozy-towns.md
sk-cozy-towns-spis-stiavnica,"Silver, Wood and Limewood: A Slow Week in Banská Štiavnica and the Spiš Towns",Slovakia,SK,Eastern & Southeastern Europe,"Štiavnické vrchy, Spiš and Šariš",Cozy Towns Trips,4,7,May|June|September,"the second half of September — warm days, tajchy still swimmable in the first week, no coach parties in Levoča",€,530,880,245,420,140,210,90,160,55,90,1,Easy,Banská Štiavnica|Levoča|Bardejov,"Fly Bratislava (BTS) or Vienna (VIE, 70 km); return from Košice (KSC). Rail alternative: Bratislava–Hronská Dúbrava–Banská Štiavnica, then IC to Poprad and Spišská Nová Ves.",BTS,Euro (EUR),Slovak,unesco|medieval-towns|mining|folk-architecture|crafts|slow-travel|spis,49.2918,21.2727,city,10,2126,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-spis-stiavnica-cozy-towns.md
sm-cozy-towns-montefeltro,"San Marino & the Montefeltro: Towers, Truffles and Block-Printed Linen",San Marino,SM,Southern & Mediterranean Europe,San Marino & the Emilia-Romagna / Marche border,Cozy Towns Trips,4,7,April|May|June|September|October|November,Late April–June & September–early November (October for the truffle fair),€€,1090,1780,520,880,270,400,160,260,140,240,2,Moderate,,"RMI — Rimini Federico Fellini, 30 min to San Marino; BLQ Bologna is the bigger hub, 1 h 40 by car or 1 h by train to Rimini plus a 50 min bus",RMI,,,san-marino|montefeltro|truffle|block-printing|hill-towns|slow-travel|malatesta|romagna,43.9367,12.4464,city,0,2804,southern-mediterranean,carta-dataset/trips/cozy-towns-san-marino-montefeltro.md
al-road-trip-alps-to-riviera,Albanian Alps to the Riviera,Albania,AL,Southern & Mediterranean Europe,"Shkodër, Theth, Vlorë & the Albanian Riviera",Road Trips & Scenic Drives,5,7,May|June|September|October,Late May–late June & mid-September–early October,€€,780,1250,280,460,130,210,290,440,80,140,2,Moderate,,"TIA — Tirana International ""Nënë Tereza""; 95 km / 1 h 40 to Shkodër on SH1",TIA,,,road-trip|albanian-alps|llogara-pass|lake-koman|riviera|mountain-driving|balkans|ferry|non-eu|butrint,42.0683,19.5126,city,0,3028,southern-mediterranean,carta-dataset/trips/road-trip-albania-alps-to-riviera.md
at-road-trip-grossglockner-tyrol,"Grossglockner, Timmelsjoch and the Tyrolean Toll Roads",Austria,AT,Western & Central Europe,"Hohe Tauern, Zillertal, Ötztal and the Silvretta",Road Trips & Scenic Drives,5,7,July|August|September,"The high toll roads open between late May and mid-June and shut with the first serious snowfall, usually late October.",€€€,1180,1720,560,800,240,340,280,400,100,180,2,Easy,"Mayrhofen, Heiligenblut and Sölden",Innsbruck (INN),INN,EUR,German,alpine-passes|toll-roads|hairpins|glacier-views|mountain-driving,47.2627,11.3945,gateway,0,2064,western-central,cartatripsv1/trips/at-road-trip-grossglockner-tyrol.md
bg-road-trip-rhodope-rila,Orpheus Country: A Rhodope and Rila Driving Loop from Plovdiv to Sofia,Bulgaria,BG,Eastern & Southeastern Europe,Western Rhodopes & the Rila Massif,Road Trips & Scenic Drives,5,7,May|June|September|October,"late May to late June for green meadows and full waterfalls, then mid-September to mid-October for colour and empty roads",€,650,1080,230,420,110,180,250,370,60,110,3,Moderate,Plovdiv|Devin|Shiroka Laka|Smolyan|Velingrad|Rila Monastery,"Fly into Sofia (SOF), 1 h 45 by A1 to Plovdiv, or Plovdiv (PDV) direct. Rail Sofia–Plovdiv 2 h. Drop the car in Sofia.",SOF,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,road-trip|mountain-passes|caves|monasteries|unesco|folk-music|rhodopes|rila,42.1539,24.75,city,6,2181,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-rhodope-rila-road-trip.md
ch-road-trip-bernina-gotthard-ticino,Passes and Valleys — Bernina to the Gotthard,Switzerland,CH,Western & Central Europe,Graubünden & Ticino,Road Trips & Scenic Drives,5,7,June|July|August|September,The San Bernardino and Gotthard Tremola pass roads are normally open only from late May or June to October; confirm current status before booking.,€€€,1600,2200,750,1000,350,480,300,420,200,300,2,Moderate,"St. Moritz/Pontresina, then Locarno/Ascona",Zürich (ZRH),ZRH,CHF,German|Italian|Romansh,alpine-passes|gotthard-tremola|ticino-valleys|motorway-vignette|scenic-drive,46.1709,8.7995,city,0,1856,western-central,cartatripsv1/trips/ch-road-trip-bernina-gotthard-ticino.md
ch-road-trip-passes-furka,"The Pass Quadrilateral — Furka, Grimsel, Susten, Nufenen",Switzerland,CH,Western & Central Europe,"Bernese Oberland, Uri and Goms (Upper Valais)",Road Trips & Scenic Drives,5,7,July|August|September,"The Nufenen is usually the last of the four to open, often not until mid-June.",€€€,1480,2340,700,1150,330,480,340,520,110,190,3,Moderate,"Meiringen, Andermatt and Oberwald",Zürich (ZRH),ZRH,CHF,German|Swiss German,alpine-passes|hairpins|glaciers|hydro-engineering|high-altitude,47.3667,8.55,gateway,0,2105,western-central,cartatripsv1/trips/ch-road-trip-alpine-passes-furka.md
cz-road-trip-bohemia-castles-spas,"Bohemia by Car — Spa Colonnades, Ore Mountains and Sandstone",Czechia,CZ,Western & Central Europe,"West Bohemia, Krušné hory and the Elbe sandstone",Road Trips & Scenic Drives,5,7,May|June|September|October,The Krušné hory ridge road is snow-cleared but slow from November to March; the sandstone gorge boats run April to October only.,€€,780,1180,380,560,180,280,150,230,70,110,2,Easy,"Karlovy Vary, Mezní Louka and Kutná Hora",Prague (PRG),PRG,CZK,Czech|German,spa-towns|castles|sandstone|e-vignette|ore-mountains,50.2327,12.8712,city,0,2077,western-central,cartatripsv1/trips/cz-road-trip-bohemia-castles-spas.md
de-road-trip-black-forest-b500,"The B500 — Schwarzwaldhochstrasse, Panoramastrasse and Baden Wine",Germany,DE,Western & Central Europe,"Schwarzwald and the Baden wine terraces, Baden-Württemberg",Road Trips & Scenic Drives,5,7,May|June|September|October,The B500 ridge is open all year but drifts and freezing fog close sections in midwinter; late September brings the wine harvest and the clearest air.,€€,980,1450,480,700,230,340,190,280,80,130,1,Easy,"Baden-Baden, Triberg and Freiburg im Breisgau",Karlsruhe/Baden-Baden (FKB) or Basel–Mulhouse–Freiburg (BSL/MLH/EAP),FKB,EUR,German,ridge-road|panorama-route|baden-wine|low-emission-zone|hairpins,48.7606,8.2398,city,0,2104,western-central,cartatripsv1/trips/de-road-trip-black-forest-b500.md
es-road-trip-andalucia-ronda-alpujarras,"Andalucía: Ronda, the Alpujarras & Cabo de Gata",Spain,ES,Southern & Mediterranean Europe,"Andalucía — Serranía de Ronda, Sierra Nevada's southern slope and Almería",Road Trips & Scenic Drives,5,7,April|May|June|September|October|November,April–early June & mid-September–early November,€€,1050,1600,440,700,240,380,280,420,90,150,2,Moderate,,"AGP — Málaga Costa del Sol; 100 km / 1 h 40 to Ronda via the A-357 and A-367, or 1 h 25 on the A-397",AGP,,,road-trip|andalucia|ronda|alpujarras|cabo-de-gata|mountain-pass|low-emission-zone|white-villages|tabernas-desert|spain,36.8381,-2.4597,city,0,3300,southern-mediterranean,carta-dataset/trips/road-trip-spain-andalucia-ronda-alpujarras.md
fo-road-trip-subsea-loop,"Faroe Islands Subsea Loop: Eighteen Islands, Six Tunnels",Faroe Islands,FO,Northern Europe & Baltics,"Streymoy, Eysturoy, Norðoyar, Sandoy, Vágar",Road Trips & Scenic Drives,5,7,May|June|July|August|September,"May to September for open roads, ferries and puffins; late September for autumn light; winter driving is feasible but daylight is short and mountain roads close in gales",€€€,1800,2600,120,200,55,90,400,600,100,200,,,Tórshavn|Klaksvík|Gjógv|Sørvágur,,,DKK / Faroese króna,Faroese|Danish|English,,62.0,-6.79,source,0,1470,northern-baltics,carta_northern_europe_baltics_trips.md#trip-14
fr-road-trip-route-des-grandes-alpes,Route des Grandes Alpes — Lake Geneva to the Mediterranean,France,FR,Western & Central Europe,"Haute-Savoie, Savoie, Hautes-Alpes, Alpes-Maritimes",Road Trips & Scenic Drives,5,7,June|July|August|September,Iseran and Galibier normally open between late May and mid-June and close with the first heavy snow in late October; the full route is only continuous in that window.,€€€,1250,1850,600,880,280,400,280,420,90,150,3,Easy,"Thonon-les-Bains to Menton, one night per stage","Genève (GVA), out from Nice (NCE)",GVA,EUR,French,alpine-passes|one-way-route|hairpins|col-de-liseran|mediterranean-finish,46.3705,6.4798,city,0,2105,western-central,cartatripsv1/trips/fr-road-trip-route-des-grandes-alpes.md
gr-road-trip-peloponnese-loop,"Peloponnese Loop: Nafplio, the Mani & Olympia",Greece,GR,Southern & Mediterranean Europe,"Peloponnese — Argolid, Arcadia, Laconia, Messenia and Elis",Road Trips & Scenic Drives,5,7,April|May|June|September|October,Late April–early June & mid-September–late October,€€,980,1500,400,640,210,340,260,400,110,160,2,Moderate,,"ATH — Athens Eleftherios Venizelos; 120 km / 1 h 30 to Nafplio via the A6, A8 and A7",ATH,,,road-trip|peloponnese|mani-peninsula|monemvasia|mountain-road|tolls|greece|ancient-sites|coastal-drive|kosmas,37.9838,23.7278,country,0,3024,southern-mediterranean,carta-dataset/trips/road-trip-greece-peloponnese-loop.md
hu-road-trip-western-arc,The Western Arc: Seven Days from the Danube Bend to the Őrség,Hungary,HU,Eastern & Southeastern Europe,"Transdanubia — Danube Bend, Bakony, Balaton Uplands, Őrség, Fertő",Road Trips & Scenic Drives,5,7,May|June|September,"the second half of May and the first three weeks of September — Balaton traffic gone, Őrség green, Badacsony cellars open",€€,880,1430,350,600,190,300,250,380,90,150,1,Easy,Esztergom|Bakonybél|Badacsonytomaj|Szalafő|Sopron,"Budapest Ferenc Liszt (BUD). Collect the car at the airport, not downtown — you avoid the city entirely on day 1 via the M0 and M2.",BUD,Hungarian forint (HUF),Hungarian,road-trip|danube-bend|balaton-uplands|volcanic-hills|unesco|thermal-baths|wine,47.7928,18.7415,city,6,2367,eastern-southeastern,cartaeasterneuropetrips/trips/hungary-western-arc-road-trip.md
ie-road-trip-wild-atlantic-way-dingle-iveragh-burren,"Wild Atlantic Way: Dingle, Iveragh & the Burren",Ireland,IE,Northern Europe & Baltics,"County Kerry & County Clare, Wild Atlantic Way",Road Trips & Scenic Drives,5,7,May|June|September,"May–June and September for long light, open attractions and manageable traffic; July–August is peak and the coach volume on Slea Head and the Ring of Kerry is significant",€€,1600,2400,120,220,55,90,350,500,90,200,,,Dingle|Portmagee|Killarney|Doolin|Ballyvaughan,,,EUR,English|Irish — the Dingle peninsula west of Dingle town is a Gaeltacht where Irish is the daily language,,52.14,-10.27,source,0,1575,northern-baltics,carta_northern_europe_baltics_trips.md#trip-15
it-road-trip-sicily-circuit,"Sicily Grand Circuit: Palermo, Etna & the Val di Noto",Italy,IT,Southern & Mediterranean Europe,"Sicily — Palermo, Etna, the Ionian coast and the Val di Noto",Road Trips & Scenic Drives,5,7,April|May|June|September|October,Late April–early June & mid-September–October,€€,1050,1650,420,700,260,400,260,400,110,190,2,Moderate,,PMO — Palermo Falcone Borsellino; 35 km / 40 min to central Palermo on the A29. Return from CTA Catania is 30 min from Taormina,PMO,,,road-trip|sicily|mount-etna|ztl|val-di-noto|baroque|coastal-drive|autostrada|italy|volcano,38.1166,13.3636,city,0,3100,southern-mediterranean,carta-dataset/trips/road-trip-italy-sicily-circuit.md
li-road-trip-rhine-triangle,"The Rhine Alpine Triangle — Vaduz, the Silvretta and Graubünden",Liechtenstein,LI,Western & Central Europe,"Alpine Rhine valley, Vorarlberg and Graubünden",Road Trips & Scenic Drives,5,7,June|July|August|September,"The Silvretta Hochalpenstrasse and Furkajoch open in June and close in late October; everything below 1,700 m works from May.",€€€,1450,2100,700,1000,330,480,320,460,100,160,2,Easy,Vaduz,Zürich (ZRH),ZRH,CHF,German,three-country-loops|alpine-passes|rhine-gorge|vignette-rules|small-country-base,47.1415,9.5215,city,0,2250,western-central,cartatripsv1/trips/li-road-trip-rhine-alpine-triangle.md
lu-road-trip-ardennes-moselle-loop,The Grand Duchy Loop — Éislek Ridges to Moselle Terraces,Luxembourg,LU,Western & Central Europe,"Éislek (Oesling), Sûre Valley, Moselle & Minett",Road Trips & Scenic Drives,5,7,May|June|September|October,Late September puts the Moselle harvest and the Éislek beech colour in the same week.,€€,1060,1640,480,760,230,330,260,400,90,150,2,Easy,"Vianden, Echternach and Luxembourg City",Luxembourg (LUX),LUX,EUR,Luxembourgish|French|German,ardennes|moselle-wine|industrial-heritage|castle-roads|toll-free,49.6098,6.1327,city,0,2015,western-central,cartatripsv1/trips/lu-road-trip-ardennes-moselle-loop.md
mc-road-trip-three-corniches-turini,Three Corniches and the Road to Turini,Monaco,MC,Western & Central Europe,"Monaco, Alpes-Maritimes, Roya & Mercantour",Road Trips & Scenic Drives,5,7,May|June|September|October,"Avoid the Grand Prix build, which closes central Monaco streets from early April to late June.",€€€,1550,2660,780,1400,320,520,330,520,120,220,3,Moderate,Monaco,Nice Côte d'Azur (NCE),NCE,EUR,French|Italian|Monégasque,corniches|hairpins|rally-roads|mercantour|coastal-drive,43.7372,7.4215,city,0,2037,western-central,cartatripsv1/trips/mc-road-trip-three-corniches-turini.md
md-road-trip-grand-loop,"The Grand Loop: Cliff Monasteries, the Prut and the Deep South by Car",Moldova,MD,Eastern & Southeastern Europe,"Dniester cliffs, the northern Prut, Ștefan Vodă and Gagauzia",Road Trips & Scenic Drives,5,7,May|June|September,"the second half of September — harvest in the vineyards, dry clay tracks, and the Prut floodplain still green",€,700,1130,200,360,120,190,290,420,90,160,2,Moderate,Butuceni|Saharna|Soroca|Purcari|Slobozia Mare,"Chișinău International (KIV). Collect the car at the airport; Moldovan-plated rentals need no road vignette. Iași (IAS) in Romania is a viable alternative entry, 2 h 30 from Chișinău, but a cross-border hire costs more.",KIV,Moldovan leu (MDL),Romanian|Russian|Gagauz,road-trip|monasteries|dniester|wine|birding|rural|unpaved-roads,48.1566,28.2849,city,6,2738,eastern-southeastern,cartaeasterneuropetrips/trips/moldova-grand-loop-road-trip.md
me-road-trip-tara,Kotor to Sarajevo via the Tara Canyon,Montenegro,ME,Southern & Mediterranean Europe,"Boka Kotorska, Durmitor, the Piva canyon and Sutjeska",Road Trips & Scenic Drives,5,7,June|July|September,"Mid-June–early July & September (Sedlo Pass open, Durmitor snow-free)",€€,880,1350,320,520,170,280,300,440,90,140,2,Moderate,,"TIV — Tivat; 22 km / 35 min to Kotor. Return from SJJ Sarajevo, 12 km from the centre",TIV,,,road-trip|montenegro|bosnia|durmitor|tara-canyon|serpentine|cross-border|sedlo-pass|piva|balkans,42.4412,19.2631,country,0,3318,southern-mediterranean,carta-dataset/trips/road-trip-montenegro-bosnia-tara.md
nl-road-trip-delta-afsluitdijk,Driving the Defences — Delta Works to the Afsluitdijk,Netherlands,NL,Western & Central Europe,"Zeeland Delta, IJsselmeer, Frisian & Groningen Wadden coast",Road Trips & Scenic Drives,5,7,April|May|June|September|October,Late September brings the annual closing test of the Maeslantkering and the first proper Wadden light.,€€,1200,1870,560,880,250,360,300,470,90,160,1,Easy,"Zierikzee, Enkhuizen and Harlingen",Amsterdam Schiphol (AMS),AMS,EUR,Dutch|Frisian|English,delta-works|storm-surge-barriers|afsluitdijk|wadden-coast|engineering,52.7033,5.2917,city,0,2070,western-central,cartatripsv1/trips/nl-road-trip-delta-afsluitdijk.md
